0320x0240; 1; 100; 0.000775; 0.000138; 0.000629; 0.001485; 0.078026; 0.001806; 0.075224; 0.083464
0640x0480; 1; 100; 0.001913; 0.001171; 0.000629; 0.004019; 0.199411; 0.121868; 0.075224; 0.366467
0800x0600; 1; 100; 0.002984; 0.001820; 0.000629; 0.006439; 0.300034; 0.173887; 0.075224; 0.523548
1024x0768; 1; 100; 0.004171; 0.002616; 0.000629; 0.009997; 0.429620; 0.270606; 0.075224; 0.857218
1280x1024; 1; 100; 0.005857; 0.004128; 0.000629; 0.015418; 0.615537; 0.444090; 0.075224; 1.430498
2560x2048; 1; 100; 0.013512; 0.017578; 0.000629; 0.063924; 1.425476; 1.857690; 0.075224; 5.714813
3750x3000; 1; 100; 0.026634; 0.036065; 0.000629; 0.117170; 2.893554; 3.988840; 0.075224; 12.076687
5120x4096; 1; 100; 0.047666; 0.065126; 0.000629; 0.216728; 5.252677; 7.275557; 0.075224; 22.546568
0320x0240; 2; 100; 0.004840; 0.047466; 0.000083; 0.474757; 0.003711; 0.036182; 0.000085; 0.361918
0640x0480; 2; 100; 0.002560; 0.033557; 0.000083; 0.474757; 0.002033; 0.025576; 0.000085; 0.361918
0800x0600; 2; 100; 0.001852; 0.027395; 0.000083; 0.474757; 0.001534; 0.020877; 0.000085; 0.361918
1024x0768; 2; 100; 0.001558; 0.023720; 0.000083; 0.474757; 0.001388; 0.018074; 0.000085; 0.361918
1280x1024; 2; 100; 0.001458; 0.021212; 0.000083; 0.474757; 0.001519; 0.016164; 0.000085; 0.361918
2560x2048; 2; 100; 0.002050; 0.019428; 0.000083; 0.474757; 0.002884; 0.015088; 0.000085; 0.361918
3750x3000; 2; 100; 0.004541; 0.018993; 0.000083; 0.474757; 0.006140; 0.016088; 0.000085; 0.361918
5120x4096; 2; 100; 0.008704; 0.020926; 0.000083; 0.474757; 0.011506; 0.020698; 0.000085; 0.361918
0320x0240; 4; 100; 0.004910; 0.048206; 0.000072; 0.482150; 0.003784; 0.036630; 0.000107; 0.366416
0640x0480; 4; 100; 0.002632; 0.034078; 0.000072; 0.482150; 0.002107; 0.025890; 0.000107; 0.366416
0800x0600; 4; 100; 0.001869; 0.027822; 0.000072; 0.482150; 0.001623; 0.021133; 0.000107; 0.366416
1024x0768; 4; 100; 0.001546; 0.024091; 0.000072; 0.482150; 0.001508; 0.018295; 0.000107; 0.366416
1280x1024; 4; 100; 0.001416; 0.021544; 0.000072; 0.482150; 0.001610; 0.016361; 0.000107; 0.366416
