5120x4096; 4; 0.026910; 0.041277
320x240; 4; 0.483268; 0.358149
640x480; 4; 0.000492; 0.000593
800x600; 4; 0.000752; 0.000646
1024x768; 4; 0.001087; 0.001160
1280x1024; 4; 0.000810; 0.002027
2560x2048; 4; 0.006347; 0.010797
3750x3000; 4; 0.013113; 0.022517
5120x4096; 4; 0.026910; 0.041277
320x240; 4; 0.483268; 0.358149
640x480; 4; 0.000492; 0.000593
800x600; 4; 0.000752; 0.000646
1024x768; 4; 0.001087; 0.001160
1280x1024; 4; 0.000810; 0.002027
2560x2048; 4; 0.006347; 0.010797
3750x3000; 4; 0.013113; 0.022517
5120x4096; 4; 0.026910; 0.041277
320x240; 4; 0.483268; 0.358149
640x480; 4; 0.000492; 0.000593
800x600; 4; 0.000752; 0.000646
1024x768; 4; 0.001087; 0.001160
1280x1024; 4; 0.000810; 0.002027
2560x2048; 4; 0.006347; 0.010797
3750x3000; 4; 0.013113; 0.022517
5120x4096; 4; 0.026910; 0.041277
320x240; 4; 0.483268; 0.358149
640x480; 4; 0.000492; 0.000593
800x600; 4; 0.000752; 0.000646
1024x768; 4; 0.001087; 0.001160
1280x1024; 4; 0.000810; 0.002027
2560x2048; 4; 0.006347; 0.010797
3750x3000; 4; 0.013113; 0.022517
5120x4096; 4; 0.026910; 0.041277
320x240; 4; 0.483268; 0.358149
640x480; 4; 0.000492; 0.000593
800x600; 4; 0.000752; 0.000646
1024x768; 4; 0.001087; 0.001160
1280x1024; 4; 0.000810; 0.002027
2560x2048; 4; 0.006347; 0.010797
3750x3000; 4; 0.013113; 0.022517
5120x4096; 4; 0.026910; 0.041277
320x240; 4; 0.483268; 0.358149
640x480; 4; 0.000492; 0.000593
800x600; 4; 0.000752; 0.000646
1024x768; 4; 0.001087; 0.001160
1280x1024; 4; 0.000810; 0.002027
2560x2048; 4; 0.006347; 0.010797
3750x3000; 4; 0.013113; 0.022517
5120x4096; 4; 0.026910; 0.041277
320x240; 4; 0.483268; 0.358149
640x480; 4; 0.000492; 0.000593
800x600; 4; 0.000752; 0.000646
1024x768; 4; 0.001087; 0.001160
1280x1024; 4; 0.000810; 0.002027
2560x2048; 4; 0.006347; 0.010797
3750x3000; 4; 0.013113; 0.022517
5120x4096; 4; 0.026910; 0.041277
320x240; 2; 0.472404; 0.358721
640x480; 2; 0.000602; 0.000493
800x600; 2; 0.000839; 0.000539
1024x768; 2; 0.001373; 0.000929
1280x1024; 2; 0.000976; 0.002085
2560x2048; 2; 0.009177; 0.011984
3750x3000; 2; 0.019640; 0.025857
5120x4096; 2; 0.037783; 0.048888
320x240; 2; 0.472404; 0.358721
640x480; 2; 0.000602; 0.000493
800x600; 2; 0.000839; 0.000539
1024x768; 2; 0.001373; 0.000929
1280x1024; 2; 0.000976; 0.002085
2560x2048; 2; 0.009177; 0.011984
3750x3000; 2; 0.019640; 0.025857
5120x4096; 2; 0.037783; 0.048888
320x240; 2; 0.472404; 0.358721
640x480; 2; 0.000602; 0.000493
800x600; 2; 0.000839; 0.000539
1024x768; 2; 0.001373; 0.000929
1280x1024; 2; 0.000976; 0.002085
2560x2048; 2; 0.009177; 0.011984
3750x3000; 2; 0.019640; 0.025857
5120x4096; 2; 0.037783; 0.048888
320x240; 2; 0.472404; 0.358721
640x480; 2; 0.000602; 0.000493
800x600; 2; 0.000839; 0.000539
1024x768; 2; 0.001373; 0.000929
1280x1024; 2; 0.000976; 0.002085
2560x2048; 2; 0.009177; 0.011984
3750x3000; 2; 0.019640; 0.025857
5120x4096; 2; 0.037783; 0.048888
320x240; 2; 0.472404; 0.358721
640x480; 2; 0.000602; 0.000493
800x600; 2; 0.000839; 0.000539
1024x768; 2; 0.001373; 0.000929
1280x1024; 2; 0.000976; 0.002085
2560x2048; 2; 0.009177; 0.011984
3750x3000; 2; 0.019640; 0.025857
5120x4096; 2; 0.037783; 0.048888
320x240; 2; 0.472404; 0.358721
640x480; 2; 0.000602; 0.000493
800x600; 2; 0.000839; 0.000539
1024x768; 2; 0.001373; 0.000929
1280x1024; 2; 0.000976; 0.002085
2560x2048; 2; 0.009177; 0.011984
3750x3000; 2; 0.019640; 0.025857
5120x4096; 2; 0.037783; 0.048888
320x240; 2; 0.472404; 0.358721
640x480; 2; 0.000602; 0.000493
800x600; 2; 0.000839; 0.000539
1024x768; 2; 0.001373; 0.000929
1280x1024; 2; 0.000976; 0.002085
2560x2048; 2; 0.009177; 0.011984
3750x3000; 2; 0.019640; 0.025857
5120x4096; 2; 0.037783; 0.048888
320x240; 2; 0.472404; 0.358721
640x480; 2; 0.000602; 0.000493
800x600; 2; 0.000839; 0.000539
1024x768; 2; 0.001373; 0.000929
1280x1024; 2; 0.000976; 0.002085
2560x2048; 2; 0.009177; 0.011984
3750x3000; 2; 0.019640; 0.025857
5120x4096; 2; 0.037783; 0.048888
320x240; 2; 0.472404; 0.358721
640x480; 2; 0.000602; 0.000493
800x600; 2; 0.000839; 0.000539
1024x768; 2; 0.001373; 0.000929
1280x1024; 2; 0.000976; 0.002085
2560x2048; 2; 0.009177; 0.011984
3750x3000; 2; 0.019640; 0.025857
5120x4096; 2; 0.037783; 0.048888
320x240; 2; 0.472404; 0.358721
640x480; 2; 0.000602; 0.000493
800x600; 2; 0.000839; 0.000539
1024x768; 2; 0.001373; 0.000929
1280x1024; 2; 0.000976; 0.002085
2560x2048; 2; 0.009177; 0.011984
3750x3000; 2; 0.019640; 0.025857
5120x4096; 2; 0.037783; 0.048888
320x240; 12; 0.476897; 0.366508
640x480; 12; 0.000592; 0.000673
800x600; 12; 0.000767; 0.000768
1024x768; 12; 0.001092; 0.001232
1280x1024; 12; 0.001179; 0.002962
2560x2048; 12; 0.006484; 0.010830
3750x3000; 12; 0.012380; 0.023061
5120x4096; 12; 0.025622; 0.041569
320x240; 12; 0.476897; 0.366508
640x480; 12; 0.000592; 0.000673
800x600; 12; 0.000767; 0.000768
1024x768; 12; 0.001092; 0.001232
1280x1024; 12; 0.001179; 0.002962
2560x2048; 12; 0.006484; 0.010830
3750x3000; 12; 0.012380; 0.023061
5120x4096; 12; 0.025622; 0.041569
320x240; 12; 0.476897; 0.366508
640x480; 12; 0.000592; 0.000673
800x600; 12; 0.000767; 0.000768
1024x768; 12; 0.001092; 0.001232
1280x1024; 12; 0.001179; 0.002962
2560x2048; 12; 0.006484; 0.010830
3750x3000; 12; 0.012380; 0.023061
5120x4096; 12; 0.025622; 0.041569
320x240; 12; 0.476897; 0.366508
640x480; 12; 0.000592; 0.000673
800x600; 12; 0.000767; 0.000768
1024x768; 12; 0.001092; 0.001232
1280x1024; 12; 0.001179; 0.002962
2560x2048; 12; 0.006484; 0.010830
3750x3000; 12; 0.012380; 0.023061
5120x4096; 12; 0.025622; 0.041569
320x240; 12; 0.476897; 0.366508
640x480; 12; 0.000592; 0.000673
800x600; 12; 0.000767; 0.000768
1024x768; 12; 0.001092; 0.001232
1280x1024; 12; 0.001179; 0.002962
2560x2048; 12; 0.006484; 0.010830
3750x3000; 12; 0.012380; 0.023061
5120x4096; 12; 0.025622; 0.041569
320x240; 12; 0.476897; 0.366508
640x480; 12; 0.000592; 0.000673
800x600; 12; 0.000767; 0.000768
1024x768; 12; 0.001092; 0.001232
1280x1024; 12; 0.001179; 0.002962
2560x2048; 12; 0.006484; 0.010830
3750x3000; 12; 0.012380; 0.023061
5120x4096; 12; 0.025622; 0.041569
320x240; 12; 0.476897; 0.366508
640x480; 12; 0.000592; 0.000673
800x600; 12; 0.000767; 0.000768
1024x768; 12; 0.001092; 0.001232
1280x1024; 12; 0.001179; 0.002962
2560x2048; 12; 0.006484; 0.010830
3750x3000; 12; 0.012380; 0.023061
5120x4096; 12; 0.025622; 0.041569
320x240; 12; 0.476897; 0.366508
640x480; 12; 0.000592; 0.000673
800x600; 12; 0.000767; 0.000768
1024x768; 12; 0.001092; 0.001232
1280x1024; 12; 0.001179; 0.002962
2560x2048; 12; 0.006484; 0.010830
3750x3000; 12; 0.012380; 0.023061
5120x4096; 12; 0.025622; 0.041569
320x240; 12; 0.476897; 0.366508
640x480; 12; 0.000592; 0.000673
800x600; 12; 0.000767; 0.000768
1024x768; 12; 0.001092; 0.001232
1280x1024; 12; 0.001179; 0.002962
2560x2048; 12; 0.006484; 0.010830
3750x3000; 12; 0.012380; 0.023061
5120x4096; 12; 0.025622; 0.041569
320x240; 12; 0.476897; 0.366508
640x480; 12; 0.000592; 0.000673
800x600; 12; 0.000767; 0.000768
1024x768; 12; 0.001092; 0.001232
1280x1024; 12; 0.001179; 0.002962
2560x2048; 12; 0.006484; 0.010830
3750x3000; 12; 0.012380; 0.023061
5120x4096; 12; 0.025622; 0.041569
320x240; 10; 0.470094; 0.355435
640x480; 10; 0.000605; 0.000690
800x600; 10; 0.006778; 0.000718
1024x768; 10; 0.001234; 0.001239
1280x1024; 10; 0.001134; 0.002223
2560x2048; 10; 0.007282; 0.010814
3750x3000; 10; 0.013710; 0.023283
5120x4096; 10; 0.023362; 0.042147
320x240; 10; 0.470094; 0.355435
640x480; 10; 0.000605; 0.000690
800x600; 10; 0.006778; 0.000718
1024x768; 10; 0.001234; 0.001239
1280x1024; 10; 0.001134; 0.002223
2560x2048; 10; 0.007282; 0.010814
3750x3000; 10; 0.013710; 0.023283
5120x4096; 10; 0.023362; 0.042147
320x240; 10; 0.470094; 0.355435
640x480; 10; 0.000605; 0.000690
800x600; 10; 0.006778; 0.000718
1024x768; 10; 0.001234; 0.001239
1280x1024; 10; 0.001134; 0.002223
2560x2048; 10; 0.007282; 0.010814
3750x3000; 10; 0.013710; 0.023283
5120x4096; 10; 0.023362; 0.042147
320x240; 10; 0.470094; 0.355435
640x480; 10; 0.000605; 0.000690
800x600; 10; 0.006778; 0.000718
1024x768; 10; 0.001234; 0.001239
1280x1024; 10; 0.001134; 0.002223
2560x2048; 10; 0.007282; 0.010814
3750x3000; 10; 0.013710; 0.023283
5120x4096; 10; 0.023362; 0.042147
320x240; 10; 0.470094; 0.355435
640x480; 10; 0.000605; 0.000690
800x600; 10; 0.006778; 0.000718
1024x768; 10; 0.001234; 0.001239
1280x1024; 10; 0.001134; 0.002223
2560x2048; 10; 0.007282; 0.010814
3750x3000; 10; 0.013710; 0.023283
5120x4096; 10; 0.023362; 0.042147
320x240; 10; 0.470094; 0.355435
640x480; 10; 0.000605; 0.000690
800x600; 10; 0.006778; 0.000718
1024x768; 10; 0.001234; 0.001239
1280x1024; 10; 0.001134; 0.002223
2560x2048; 10; 0.007282; 0.010814
3750x3000; 10; 0.013710; 0.023283
5120x4096; 10; 0.023362; 0.042147
320x240; 10; 0.470094; 0.355435
640x480; 10; 0.000605; 0.000690
800x600; 10; 0.006778; 0.000718
1024x768; 10; 0.001234; 0.001239
1280x1024; 10; 0.001134; 0.002223
2560x2048; 10; 0.007282; 0.010814
3750x3000; 10; 0.013710; 0.023283
5120x4096; 10; 0.023362; 0.042147
320x240; 10; 0.470094; 0.355435
640x480; 10; 0.000605; 0.000690
800x600; 10; 0.006778; 0.000718
1024x768; 10; 0.001234; 0.001239
1280x1024; 10; 0.001134; 0.002223
2560x2048; 10; 0.007282; 0.010814
3750x3000; 10; 0.013710; 0.023283
5120x4096; 10; 0.023362; 0.042147
320x240; 10; 0.470094; 0.355435
640x480; 10; 0.000605; 0.000690
800x600; 10; 0.006778; 0.000718
1024x768; 10; 0.001234; 0.001239
1280x1024; 10; 0.001134; 0.002223
2560x2048; 10; 0.007282; 0.010814
3750x3000; 10; 0.013710; 0.023283
5120x4096; 10; 0.023362; 0.042147
320x240; 10; 0.470094; 0.355435
640x480; 10; 0.000605; 0.000690
800x600; 10; 0.006778; 0.000718
1024x768; 10; 0.001234; 0.001239
1280x1024; 10; 0.001134; 0.002223
2560x2048; 10; 0.007282; 0.010814
3750x3000; 10; 0.013710; 0.023283
5120x4096; 10; 0.023362; 0.042147
320x240; 6; 0.474905; 0.361380
640x480; 6; 0.000583; 0.000678
800x600; 6; 0.000753; 0.000766
1024x768; 6; 0.000990; 0.001187
1280x1024; 6; 0.000839; 0.002086
2560x2048; 6; 0.005889; 0.010195
3750x3000; 6; 0.011779; 0.022186
5120x4096; 6; 0.022520; 0.042522
320x240; 6; 0.474905; 0.361380
640x480; 6; 0.000583; 0.000678
800x600; 6; 0.000753; 0.000766
1024x768; 6; 0.000990; 0.001187
1280x1024; 6; 0.000839; 0.002086
2560x2048; 6; 0.005889; 0.010195
3750x3000; 6; 0.011779; 0.022186
5120x4096; 6; 0.022520; 0.042522
320x240; 6; 0.474905; 0.361380
640x480; 6; 0.000583; 0.000678
800x600; 6; 0.000753; 0.000766
1024x768; 6; 0.000990; 0.001187
1280x1024; 6; 0.000839; 0.002086
2560x2048; 6; 0.005889; 0.010195
3750x3000; 6; 0.011779; 0.022186
5120x4096; 6; 0.022520; 0.042522
320x240; 6; 0.474905; 0.361380
640x480; 6; 0.000583; 0.000678
800x600; 6; 0.000753; 0.000766
1024x768; 6; 0.000990; 0.001187
1280x1024; 6; 0.000839; 0.002086
2560x2048; 6; 0.005889; 0.010195
3750x3000; 6; 0.011779; 0.022186
5120x4096; 6; 0.022520; 0.042522
320x240; 6; 0.474905; 0.361380
640x480; 6; 0.000583; 0.000678
800x600; 6; 0.000753; 0.000766
1024x768; 6; 0.000990; 0.001187
1280x1024; 6; 0.000839; 0.002086
2560x2048; 6; 0.005889; 0.010195
3750x3000; 6; 0.011779; 0.022186
5120x4096; 6; 0.022520; 0.042522
320x240; 6; 0.474905; 0.361380
640x480; 6; 0.000583; 0.000678
800x600; 6; 0.000753; 0.000766
1024x768; 6; 0.000990; 0.001187
1280x1024; 6; 0.000839; 0.002086
2560x2048; 6; 0.005889; 0.010195
3750x3000; 6; 0.011779; 0.022186
5120x4096; 6; 0.022520; 0.042522
320x240; 6; 0.474905; 0.361380
640x480; 6; 0.000583; 0.000678
800x600; 6; 0.000753; 0.000766
1024x768; 6; 0.000990; 0.001187
1280x1024; 6; 0.000839; 0.002086
2560x2048; 6; 0.005889; 0.010195
3750x3000; 6; 0.011779; 0.022186
5120x4096; 6; 0.022520; 0.042522
320x240; 6; 0.474905; 0.361380
640x480; 6; 0.000583; 0.000678
800x600; 6; 0.000753; 0.000766
1024x768; 6; 0.000990; 0.001187
1280x1024; 6; 0.000839; 0.002086
2560x2048; 6; 0.005889; 0.010195
3750x3000; 6; 0.011779; 0.022186
5120x4096; 6; 0.022520; 0.042522
320x240; 6; 0.474905; 0.361380
640x480; 6; 0.000583; 0.000678
800x600; 6; 0.000753; 0.000766
1024x768; 6; 0.000990; 0.001187
1280x1024; 6; 0.000839; 0.002086
2560x2048; 6; 0.005889; 0.010195
3750x3000; 6; 0.011779; 0.022186
5120x4096; 6; 0.022520; 0.042522
320x240; 6; 0.474905; 0.361380
640x480; 6; 0.000583; 0.000678
800x600; 6; 0.000753; 0.000766
1024x768; 6; 0.000990; 0.001187
1280x1024; 6; 0.000839; 0.002086
2560x2048; 6; 0.005889; 0.010195
3750x3000; 6; 0.011779; 0.022186
5120x4096; 6; 0.022520; 0.042522
320x240; 1; 0.000903; 0.075531
640x480; 1; 0.003735; 0.306289
800x600; 1; 0.006281; 0.482781
1024x768; 1; 0.008333; 0.787562
1280x1024; 1; 0.013439; 1.322061
2560x2048; 1; 0.050665; 5.274414
3750x3000; 1; 0.103605; 11.421119
5120x4096; 1; 0.193611; 21.224936
320x240; 1; 0.000908; 0.078645
640x480; 1; 0.004020; 0.325024
800x600; 1; 0.006254; 0.514968
1024x768; 1; 0.008580; 0.827440
1280x1024; 1; 0.013620; 1.345481
2560x2048; 1; 0.049135; 5.446373
3750x3000; 1; 0.104181; 11.596297
5120x4096; 1; 0.196966; 21.718804
320x240; 1; 0.000908; 0.078645
640x480; 1; 0.004020; 0.325024
800x600; 1; 0.006254; 0.514968
1024x768; 1; 0.008580; 0.827440
1280x1024; 1; 0.013620; 1.345481
2560x2048; 1; 0.049135; 5.446373
3750x3000; 1; 0.104181; 11.596297
5120x4096; 1; 0.196966; 21.718804
320x240; 1; 0.000908; 0.078645
640x480; 1; 0.004020; 0.325024
800x600; 1; 0.006254; 0.514968
1024x768; 1; 0.008580; 0.827440
1280x1024; 1; 0.013620; 1.345481
2560x2048; 1; 0.049135; 5.446373
3750x3000; 1; 0.104181; 11.596297
5120x4096; 1; 0.196966; 21.718804
320x240; 1; 0.000908; 0.078645
640x480; 1; 0.004020; 0.325024
800x600; 1; 0.006254; 0.514968
1024x768; 1; 0.008580; 0.827440
1280x1024; 1; 0.013620; 1.345481
2560x2048; 1; 0.049135; 5.446373
3750x3000; 1; 0.104181; 11.596297
5120x4096; 1; 0.196966; 21.718804
320x240; 1; 0.000908; 0.078645
640x480; 1; 0.004020; 0.325024
800x600; 1; 0.006254; 0.514968
1024x768; 1; 0.008580; 0.827440
1280x1024; 1; 0.013620; 1.345481
2560x2048; 1; 0.049135; 5.446373
3750x3000; 1; 0.104181; 11.596297
5120x4096; 1; 0.196966; 21.718804
320x240; 1; 0.000908; 0.078645
640x480; 1; 0.004020; 0.325024
800x600; 1; 0.006254; 0.514968
1024x768; 1; 0.008580; 0.827440
1280x1024; 1; 0.013620; 1.345481
2560x2048; 1; 0.049135; 5.446373
3750x3000; 1; 0.104181; 11.596297
5120x4096; 1; 0.196966; 21.718804
320x240; 1; 0.000908; 0.078645
640x480; 1; 0.004020; 0.325024
800x600; 1; 0.006254; 0.514968
1024x768; 1; 0.008580; 0.827440
1280x1024; 1; 0.013620; 1.345481
2560x2048; 1; 0.049135; 5.446373
3750x3000; 1; 0.104181; 11.596297
5120x4096; 1; 0.196966; 21.718804
320x240; 1; 0.000908; 0.078645
640x480; 1; 0.004020; 0.325024
800x600; 1; 0.006254; 0.514968
1024x768; 1; 0.008580; 0.827440
1280x1024; 1; 0.013620; 1.345481
2560x2048; 1; 0.049135; 5.446373
3750x3000; 1; 0.104181; 11.596297
5120x4096; 1; 0.196966; 21.718804
320x240; 1; 0.000908; 0.078645
640x480; 1; 0.004020; 0.325024
800x600; 1; 0.006254; 0.514968
1024x768; 1; 0.008580; 0.827440
1280x1024; 1; 0.013620; 1.345481
2560x2048; 1; 0.049135; 5.446373
3750x3000; 1; 0.104181; 11.596297
5120x4096; 1; 0.196966; 21.718804
320x240; 1; 0.000908; 0.078645
640x480; 1; 0.004020; 0.325024
800x600; 1; 0.006254; 0.514968
1024x768; 1; 0.008580; 0.827440
1280x1024; 1; 0.013620; 1.345481
2560x2048; 1; 0.049135; 5.446373
3750x3000; 1; 0.104181; 11.596297
5120x4096; 1; 0.196966; 21.718804
